We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.
All submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus name	Location	Collection date	Originating lab	Submitting lab	Authors
EPI_ISL_419561	hCoV-19/USA/TX_2020/2020	North America / USA / Texas	2020-02-29	Texas Department of State Health Services Lab Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Uehara, Ying Tao, Jing Zhang, Krista Queen, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_420550	hCoV-19/India/2020773/2020	Asia / India	2020	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_421884	hCoV-19/England/20139022204/2020	Europe / United Kingdom / England	2020-03-27	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_419560	hCoV-19/USA/FL_5091/2020	North America / USA / Florida	2020-02-28	FL Bureau of Public Health Laboratories-Tampa	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Uehara, Ying Tao, Jing Zhang, Krista Queen, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_420553	hCoV-19/India/781/2020	Asia / India	2020-03-03	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_420552	hCoV-19/India/2020777/2020	Asia / India	2020	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_421882	hCoV-19/England/20139021604/2020	Europe / United Kingdom / England	2020-03-27	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_418235	hCoV-19/France/IDF2561/2020	Europe / France / Ile de France / Vanves	2020-03-16	Cabinet médical	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf
EPI_ISL_419566	hCoV-19/Luxembourg/LNS0641910/2020	Europe / Luxembourg	2020-03-05	Laboratoire National de Santé, Microbiology, Virology	Laboratoire National de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino, Ardashel Latsuzbaia, Jessica Tapp, Catherine Ragimbeau, Guillaume Fournier, Tamir Abdelrahman, Trung Nguyen Nguyen, Joel Mossong
EPI_ISL_418234	hCoV-19/France/IDF2534/2020	Europe / France / Ile de France / Longjumeau	2020-03-14	LABM GH nord Essonne	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Christine Lambert
EPI_ISL_421880	hCoV-19/England/20139021104/2020	Europe / United Kingdom / England	2020-03-26	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_418233	hCoV-19/France/IDF2533/2020	Europe / France / Ile de France / Meudon la Forêt	2020-03-15	Service des Urgences	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Boubkeur
EPI_ISL_419564	hCoV-19/Luxembourg/LNS0366116/2020	Europe / Luxembourg	2020-03-15	Laboratoire National de Santé, Microbiology, Virology	Laboratoire National de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino, Ardashel Latsuzbaia, Jessica Tapp, Catherine Ragimbeau, Guillaume Fournier, Tamir Abdelrahman, Trung Nguyen Nguyen, Joel Mossong
EPI_ISL_418232	hCoV-19/France/IDF2532/2020	Europe / France / Ile de France / Meudon la Forêt	2020-03-15	Service des Urgences	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Boubkeur
EPI_ISL_419563	hCoV-19/Luxembourg/LNS0156959/2020	Europe / Luxembourg	2020-03-12	Laboratoire National de Santé, Microbiology, Virology	Laboratoire National de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino, Ardashel Latsuzbaia, Jessica Tapp, Catherine Ragimbeau, Guillaume Fournier, Tamir Abdelrahman, Trung Nguyen Nguyen, Joel Mossong
EPI_ISL_418239	hCoV-19/France/HF2601/2020	Europe / France / Hauts de France / Compiègne	2020-03-16	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_418238	hCoV-19/France/HF2597/2020	Europe / France / Hauts de France / Compiègne	2020-03-16	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_419569	hCoV-19/Luxembourg/LNS0945359/2020	Europe / Luxembourg	2020-03-07	Laboratoire National de Santé, Microbiology, Virology	Laboratoire National de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino, Ardashel Latsuzbaia, Jessica Tapp, Catherine Ragimbeau, Guillaume Fournier, Tamir Abdelrahman, Trung Nguyen Nguyen, Joel Mossong
EPI_ISL_418237	hCoV-19/France/HF2595/2020	Europe / France / Hauts de France / Compiègne	2020-03-16	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_419568	hCoV-19/Luxembourg/LNS0756270/2020	Europe / Luxembourg	2020-03-14	Laboratoire National de Santé, Microbiology, Virology	Laboratoire National de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino, Ardashel Latsuzbaia, Jessica Tapp, Catherine Ragimbeau, Guillaume Fournier, Tamir Abdelrahman, Trung Nguyen Nguyen, Joel Mossong
EPI_ISL_418236	hCoV-19/France/HF2586/2020	Europe / France / Hauts de France / Compiègne	2020-03-16	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_420548	hCoV-19/India/2020772/2020	Asia / India	2020	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_420547	hCoV-19/India/772/2020	Asia / India	2020-03-03	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_420549	hCoV-19/India/773/2020	Asia / India	2020-03-03	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_421879	hCoV-19/England/20139020204/2020	Europe / United Kingdom / England	2020-03-27	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_420544	hCoV-19/India/2020763/2020	Asia / India	2020	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_421876	hCoV-19/England/20139013004/2020	Europe / United Kingdom / England	2020-03-26	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_420543	hCoV-19/India/763/2020	Asia / India	2020-03-03	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_421877	hCoV-19/England/20139014404/2020	Europe / United Kingdom / England	2020-03-27	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_420546	hCoV-19/India/2020770/2020	Asia / India	2020	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_420545	hCoV-19/India/770/2020	Asia / India	2020-03-03	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_421875	hCoV-19/England/20139011304/2020	Europe / United Kingdom / England	2020-03-26	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_418220	hCoV-19/France/HF1645/2020	Europe / France / Hauts de France / Compiègne	2020-02-28	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_419551	hCoV-19/Germany/NRW-34/2020	Europe / Germany / Duesseldorf	2020-03-16	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann
EPI_ISL_420540	hCoV-19/Estonia/ChVir2148/2020	Europe / Estonia	2020-03	SYNLAB Eesti OÜ	Charité Universitätsmedizin Berlin, Institute of Virology	Victor M Corman, Jörn Beheim-Schwarzbach, Barbara Mühlemann, Talitha Veith, Julia Schneider, Paul Naaber, Terry Jones, Christian Drosten
EPI_ISL_421872	hCoV-19/England/20139010504/2020	Europe / United Kingdom / England	2020-03-27	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_419550	hCoV-19/Germany/NRW-33/2020	Europe / Germany / Duesseldorf	2020-03-16	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann
EPI_ISL_421873	hCoV-19/England/20139010604/2020	Europe / United Kingdom / England	2020-03-27	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_421870	hCoV-19/England/20139009704/2020	Europe / United Kingdom / England	2020-03-27	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_420541	hCoV-19/Slovenia/808/2020	Europe / Slovenia	2020-03-05	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Tomaž Mark Zorec, Samo Zakotnik, Lucijan Skubic, Miša Korva, Tatjana Avšič - Županc, Mario Poljak
EPI_ISL_418224	hCoV-19/France/HF2150/2020	Europe / France / Hauts de France / Compiègne	2020-03-08	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_419555	hCoV-19/USA/WA_5030/2020	North America / USA / Washington	2020-02-27	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_418223	hCoV-19/France/HF2060/2020	Europe / France / Hauts de France / Compiègne	2020-03-05	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_419554	hCoV-19/USA/CA_2602/2020	North America / USA / California	2020-02-26	California Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_418222	hCoV-19/France/CVL2000/2020	Europe / France / Centre-Val de Loire / Tours	2020-03-04	CHRU Bretonneau - Serv. Bacterio-Virol.	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Julien Marlet
EPI_ISL_419553	hCoV-19/USA/RI_0520/2020	North America / USA / Rhode Island	2020-02-28	RI State Health Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_418221	hCoV-19/France/HF1813/2020	Europe / France / Hauts de France / Compiègne	2020-03-02	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_419552	hCoV-19/Germany/NRW-35/2020	Europe / Germany / Duesseldorf	2020-03-16	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann
